ISO_ALPHA2,CITY_EN_NAME,CITY_KR_NAME
MK,Opština Kočani,Opština Kočani
MK,Kriva Palanka,Kriva Palanka
MK,Opština Krivogaštani,Opština Krivogaštani
MK,Opština Kruševo,Opština Kruševo
MK,Kumanovo,Kumanovo
MK,Opština Lipkovo,Opština Lipkovo
MK,Makedonski Brod,Makedonski Brod
MK,Negotino,Negotino
MK,Ohrid,Ohrid
MK,Petrovec,Petrovec
MK,Plasnica,플라스니차시
MK,Prilep,Prilep
MK,Opština Probištip,Opština Probištip
MK,Opština Radoviš,Opština Radoviš
MK,Opština Rankovce,Opština Rankovce
MK,Opština Mavrovo i Rostuše,마브로보로스투샤시
MK,Opština Sopište,Opština Sopište
MK,Opština Staro Nagoričane,Opština Staro Nagoričane
MK,Opština Štip,Opština Štip
MK,Struga,Struga
MK,Strumica,Strumica
MK,Opština Studeničani,Opština Studeničani
MK,Sveti Nikole,스베티니콜레시
MK,Tearce,테아르체시
MK,Tetovo,Tetovo
MK,Veles,Veles
MK,Opština Vevčani,Opština Vevčani
MK,Vinica,Vinica
MK,Opština Vrapčište,Opština Vrapčište
MK,Zelenikovo,Zelenikovo
MK,Opština Želino,Opština Želino
MK,Opština Pehčevo,Opština Pehčevo
MK,Novo Selo,Novo Selo
MK,Bosilovo,보실로보시
MK,Vasilevo,Vasilevo
MK,Opština Dojran,Opština Dojran
MK,Bogdanci,보그단치시
MK,Opština Konče,Opština Konče
MK,Makedonska Kamenica,마케돈스카카메니차시
MK,Zrnovci,즈르노프치시
MK,Karbinci,카르빈치시
MK,Demir Kapija,Demir Kapija
MK,Rosoman,로소만시
MK,Gradsko,그라드스코시
MK,Lozovo,로조보시
MK,Češinovo-Obleševo,Češinovo-Obleševo
MK,Valandovo,발란도보시
MK,Kratovo,Kratovo
MK,Resen,레센시
MK,Debarca,데바르차시
MK,Grad Skopje,Grad Skopje
BG,Gabrovo,가브로보 주
BG,Oblast Kardzhali,Oblast Kardzhali
BG,Oblast Kyustendil,Oblast Kyustendil
BG,Oblast Shumen,Oblast Shumen
BG,Oblast Silistra,Oblast Silistra
BG,Oblast Sliven,Oblast Sliven
BG,Oblast Smolyan,Oblast Smolyan
BG,Oblast Stara Zagora,Oblast Stara Zagora
BG,Oblast Targovishte,Oblast Targovishte
BG,Oblast Veliko Tarnovo,Oblast Veliko Tarnovo
BG,Oblast Vidin,Oblast Vidin
BG,Oblast Yambol,Oblast Yambol
BG,Oblast Vratsa,Oblast Vratsa
BG,Varna,Varna
BG,Lovech,Lovech
BG,Haskovo,Haskovo
BG,Sofia-Grad,Sofia-Grad
BG,Oblast Dobrich,Oblast Dobrich
BG,Sofia,소피아 주
BG,Oblast Ruse,Oblast Ruse
BG,Plovdiv,Plovdiv
BG,Oblast Pleven,Oblast Pleven
BG,Pernik,Pernik
BG,Pazardzhik,Pazardzhik
BG,Burgas,Burgas
BG,Blagoevgrad,Blagoevgrad
BG,Oblast Razgrad,Oblast Razgrad
BG,Oblast Montana,Oblast Montana
BR,Ceará,Ceará
BR,Amapá,Amapá
BR,Piauí,피아우이주
BR,Pernambuco,페르남부쿠주
BR,Tocantins,토칸칭스주
BR,Roraima,호라이마주
BR,Acre,Acre
BR,São Paulo,상파울루주
BR,Santa Catarina,산타카타리나주
BR,Rio Grande do Sul,Rio Grande do Sul
BR,Paraná,파라나주
BR,Bahia,Bahia
BR,Minas Gerais,미나스제라이스주
BR,Mato Grosso do Sul,마투그로수두술 주
BR,Mato Grosso,마투그로수주
BR,Espírito Santo,이스피리투산투주
BR,Rondônia,혼도니아주
BR,Alagoas,알라고아스주
BR,Rio Grande do Norte,히우그란지두노르치주
BR,Sergipe,세르지피주
BR,Rio de Janeiro,리우데자네이루주
BR,Federal District,연방구
BR,Paraíba,Paraíba
BR,Pará,파라 주
BR,Maranhão,마라냥주
BR,Amazonas,아마조나스 주
BR,Goiás,고이아스주
BN,Tutong,Tutong
BN,Temburong,Temburong
BN,Daerah Brunei dan Muara,브루네이무아라구
BN,Belait,Belait
WS,Vaisigano,바이시가노구
WS,Va‘a-o-Fonoti,바아오포노티 구
WS,Tuamasaga,투아마사가구
WS,Satupa‘itea,사투파이테아구
WS,Palauli,팔라울리구
WS,Gagaifomauga,가가이포마우가구
WS,Gaga‘emauga,가가에마우가구
WS,Fa‘asaleleaga,파아살렐레아가 구
WS,Atua,아투아구
WS,Aiga-i-le-Tai,아이가이레타이구
WS,A'ana,아아나 구
SA,Mecca Region,Mecca Region
SA,Ha'il Region,Ha'il Region
SA,Tabuk Region,타부크주
SA,Eastern Province,동부주
SA,Riyadh Region,리야드주
SA,Medina Region,Medina Region
SA,Al Jawf Region,Al Jawf Region
SA,Northern Borders Region,Northern Borders Region
SA,Najran Region,나즈란 주
SA,Jazan Region,Jazan Region
SA,'Asir Region,아시르주
SA,Al-Qassim Region,Al-Qassim Region
SA,Al Bahah Region,Al Bahah Region
CY,Paphos District,파포스 구
CY,Nicosia District,니코시아 구
CY,Limassol District,리마솔 구
CY,Eparchía Lárnakas,라르나카 구
CY,Kyrenia District,키레니아 구
CY,Famagusta District,파마구스타 구
MA,Dakhla-Oued Ed-Dahab,Dakhla-Oued Ed-Dahab
SM,Castello di San Marino Città,Castello di San Marino Città
SM,Castello di Acquaviva,아콰비바
SM,Castello di Borgo Maggiore,보르고마조레
SM,Castello di Domagnano,Castello di Domagnano
SM,Castello di Faetano,파에타노
SM,Castello di Fiorentino,피오렌티노
SM,Castello di Montegiardino,몬테자르디노
SM,Serravalle,Serravalle
SM,Chiesanuova,키에사누오바
ST,São Tomé,상투메 섬
ST,Príncipe,프린시페 섬
PM,Commune de Saint-Pierre,Commune de Saint-Pierre
PM,Miquelon-Langlade,Miquelon-Langlade
SN,Tambacounda,탐바쿤다주
SN,Matam,마탐주
SN,Louga,루가주
SN,Région de Thiès,Région de Thiès
SN,Saint-Louis,생루이주
SN,Kolda,콜다주
SN,Kaolack,카올라크주
SN,Ziguinchor,지긴쇼르주
SN,Fatick,파티크주
SN,Diourbel,디우르벨주
SN,Dakar,다카르주
SN,Région de Kaffrine,카프린주
SN,Région de Kédougou,Région de Kédougou
SN,Région de Sédhiou,세디우주
RS,Central Serbia,Central Serbia
RS,Autonomna Pokrajina Vojvodina,보이보디나
SC,Takamaka,타카마카구
SC,Saint Louis,생루이구
SC,Port Glaud,포르글로드구
SC,Pointe Larue,푸앵트라루구
SC,Plaisance,플레장스구
SC,Mont Fleuri,몽플뢰리구
SC,Mont Buxton,몽뷕스통구
SC,English River,라리비에르앙글레즈구
SC,La Digue,라디그 및 내부 도서 구
SC,Grand Anse Mahe,Grand Anse Mahe
SC,Grand Anse Praslin,Grand Anse Praslin
SC,Glacis,글라시구
SC,Cascade,카스카드구
SC,Bel Ombre,Bel Ombre
SC,Bel Air,벨에르구
SC,Beau Vallon,Beau Vallon
SC,Baie Sainte Anne,베생트안구
SC,Baie Lazare,베라자르구
SC,Anse Royale,Anse Royale
SC,Anse Etoile,앙스에투알구
SC,Anse Boileau,Anse Boileau
SC,Anse aux Pins,앙스오팽구
SC,Les Mamelles,레마멜구
SC,Roche Caiman,로슈카이망구
SC,Au Cap,오카프구
SC,Outer Islands,Outer Islands
SC,Ile Perseverance I,Ile Perseverance I
SC,Ile Perseverance II,Ile Perseverance II
SH,Tristan da Cunha,Tristan da Cunha
SH,Ascension,Ascension
SH,Saint Helena,Saint Helena
LC,Vieux-Fort,Vieux-Fort
LC,Soufrière,Soufrière
LC,Micoud,미쿠구
LC,Laborie,라보리구
LC,Gros-Islet,Gros-Islet
LC,Dennery,데네리구
LC,Choiseul,슈아죌구
LC,Castries,캐스트리스구
LC,Anse-la-Raye,Anse-la-Raye
LC,Canaries,Canaries
VC,Parish of Saint Patrick,세인트패트릭구
VC,Parish of Saint George,세인트조지구
VC,Parish of Saint David,세인트데이비드구
VC,Parish of Saint Andrew,세인트앤드루구
VC,Grenadines,그레나딘구
VC,Parish of Charlotte,샬럿구
KN,Trinity Palmetto Point,Trinity Palmetto Point
KN,Saint Thomas Middle Island,Saint Thomas Middle Island
KN,Saint Thomas Lowland,Saint Thomas Lowland
KN,Saint Peter Basseterre,Saint Peter Basseterre
KN,Saint Paul Charlestown,Saint Paul Charlestown
KN,Saint Paul Capesterre,Saint Paul Capesterre
KN,Saint Mary Cayon,Saint Mary Cayon
KN,Saint John Figtree,Saint John Figtree
KN,Saint John Capesterre,Saint John Capesterre
KN,Saint James Windward,Saint James Windward
KN,Saint George Gingerland,Saint George Gingerland
KN,Saint George Basseterre,Saint George Basseterre
KN,Saint Anne Sandy Point,Saint Anne Sandy Point
KN,Christ Church Nichola Town,Christ Church Nichola Town
SO,Gobolka Jubbada Hoose,Gobolka Jubbada Hoose
SO,Gobolka Jubbada Dhexe,Gobolka Jubbada Dhexe
SO,Gobolka Hiiraan,Gobolka Hiiraan
SO,Gobolka Gedo,Gobolka Gedo
SO,Gobolka Galguduud,Gobolka Galguduud
SO,Gobolka Bay,Gobolka Bay
SO,Gobolka Bari,Gobolka Bari
SO,Gobolka Woqooyi Galbeed,Gobolka Woqooyi Galbeed
SO,Gobolka Togdheer,Gobolka Togdheer
SO,Gobolka Shabeellaha Hoose,Gobolka Shabeellaha Hoose
SO,Gobolka Shabeellaha Dhexe,Gobolka Shabeellaha Dhexe
SO,Gobolka Sanaag,Gobolka Sanaag
SO,Gobolka Nugaal,Gobolka Nugaal
SO,Gobolka Mudug,Gobolka Mudug
SO,Gobolka Sool,Gobolka Sool
SO,Gobolka Awdal,Gobolka Awdal
SO,Gobolka Banaadir,Gobolka Banaadir
SO,Gobolka Bakool,Gobolka Bakool
SB,Temotu Province,테모투주
SB,Malaita Province,말라이타 주
SB,Makira-Ulawa Province,마키라울라와주
SB,Western Province,서부주
SB,Isabel Province,이사벨주
SB,Guadalcanal Province,과달카날주
SB,Choiseul,슈아절주
SB,Central Province,중부주
SB,Rennell and Bellona,렌넬벨로나주
SB,Honiara,Honiara
SD,North Kordofan,북쿠르두판주
SD,Al Jazirah State,알자지라주
SD,White Nile,백나일주
SD,Blue Nile,청나일주
SD,South Darfur,남다르푸르주
SD,East Darfur,동다르푸르주
SD,Red Sea,홍해주
SD,Al Qadarif State,알카다리프주
SD,Sultanate Dar Massalit,서다르푸르주
SD,West Kordofan State,서쿠르두판주
SD,South Kordofan,남쿠르두판주
SD,Kassala State,카살라주
SD,River Nile,나일주
SD,North Darfur,북다르푸르주
SD,Sennar,센나르주
SD,Northern,북부주
SD,Khartoum,하르툼주
SD,Central Darfur State,중앙다르푸르주
SR,Distrikt Sipaliwini,시팔리비니구
SR,Distrikt Para,파라구
SR,Distrikt Brokopondo,브로코폰도구
SR,Distrikt Wanica,바니카구
SR,Distrikt Saramacca,사라마카구
SR,Distrikt Paramaribo,파라마리보구
SR,Distrikt Nickerie,니케리구
SR,Distrikt Marowijne,마로베이너구
SR,Distrikt Coronie,코로니구
SR,Distrikt Commewijne,코메베이너구
LK,North Western Province,북서부주
LK,North Central Province,중북부주
LK,Southern Province,남부주
LK,Sabaragamuwa Province,사바라가무와주
LK,Western Province,서부주
LK,Province of Uva,우바주
LK,Central Province,중부주
LK,Northern Province,북부주
LK,Eastern Province,동부주
SE,Skåne County,스코네주
SE,Västra Götaland County,베스트라예탈란드주
SE,Norrbotten County,노르보텐주
SE,Kronoberg County,크로노베리주
SE,Dalarna County,달라르나주
SE,Stockholm County,Stockholm County
SE,Södermanland County,쇠데르만란드주
SE,Örebro County,외레브로주
SE,Kalmar County,칼마르주
SE,Jönköping County,옌셰핑주
SE,Jämtland County,옘틀란드주
SE,Västmanland County,베스트만란드주
SE,Västernorrland County,베스테르노를란드주
SE,Västerbotten County,베스테르보텐주
SE,Värmland County,베름란드주
SE,Uppsala County,웁살라주
SE,Östergötland County,외스테르예틀란드주
SE,Blekinge County,블레킹에주
SE,Halland County,할란드주
SE,Gotland County,고틀란드주
SE,Gävleborg County,예블레보리주
CH,Canton de Genève,제네바 주
CH,Canton de Fribourg,프리부르 주
CH,Canton de Berne,베른 주
CH,Kanton Basel-Stadt,바젤슈타트 주
CH,Kanton Basel-Landschaft,바젤란트 주
CH,Kanton Appenzell Ausserrhoden,아펜첼아우서로덴 주
CH,Kanton Appenzell Innerrhoden,아펜첼이너로덴 주
CH,Kanton Aargau,아르가우 주
CH,Kanton Zürich,취리히 주
CH,Kanton Zug,추크 주
CH,Canton de Vaud,보 주
CH,Canton du Valais,발레 주
CH,Kanton Uri,우리 주
CH,Cantone Ticino,티치노 주
CH,Kanton Thurgau,투르가우 주
CH,Kanton Solothurn,졸로투른 주
CH,Kanton Schwyz,슈비츠 주
CH,Kanton Schaffhausen,샤프하우젠 주
CH,Kanton St. Gallen,장크트갈렌 주
CH,Kanton Obwalden,옵발덴 주
CH,Kanton Nidwalden,니트발덴 주
CH,Canton de Neuchâtel,뇌샤텔 주
CH,Kanton Luzern,루체른 주
CH,Canton de Jura,쥐라 주
CH,Kanton Graubünden,그라우뷘덴 주
CH,Kanton Glarus,글라루스 주
ES,La Rioja,라리오하 지방
ES,Cantabria,칸타브리아 지방
ES,Aragon,아라곤 지방
ES,Castilla y León,카스티야이레온 지방
ES,Catalunya,카탈루냐 지방
ES,Galicia,갈리시아 지방
ES,Euskal Autonomia Erkidegoa,바스크 지방
ES,Región de Murcia,무르시아 지방
ES,Andalusia,안달루시아 지방
ES,Canary Islands,카나리아 제도
ES,Castilla-La Mancha,카스티야라만차 지방
ES,Extremadura,에스트레마두라 지방
ES,Comunitat Valenciana,발렌시아 지방
ES,Ceuta,세우타
ES,Comunitat Autònoma de les Illes Balears,발레아레스 제도
ES,Principality of Asturias,아스투리아스 지방
ES,Navarra,나바라 지방
ES,Comunidad de Madrid,마드리드 지방
ES,Melilla,멜리야
SK,Nitra,니트라주
SK,Banska Bystrica,반스카비스트리차주
SK,Bratislava,브라티슬라바주
SK,Trencin,Trencin
SK,Trnava,트르나바주
SK,Zilina,질리나주
SK,Kosice,코시체주
SK,Presov,프레쇼우주
SI,Občina Žirovnica,Občina Žirovnica
SI,Jezersko,Jezersko
SI,Občina Solčava,Občina Solčava
SI,Komenda,코멘다
SI,Horjul,Horjul
SI,Občina Šempeter-Vrtojba,Občina Šempeter-Vrtojba
SI,Bloke,Bloke
SI,Občina Sodražica,Občina Sodražica
SI,Trzin,Trzin
SI,Prevalje,Prevalje
SI,Vransko,Vransko
SI,Tabor,Tabor
SI,Občina Braslovče,Občina Braslovče
SI,Polzela,Polzela
SI,Prebold,프레볼트
SI,Kostel,Kostel
SI,Občina Žužemberk,Občina Žužemberk
SI,Dolenjske Toplice,돌렌스케토플리체
SI,Občina Mirna Peč,미르나페치
SI,Bistrica ob Sotli,Bistrica ob Sotli
SI,Dobje,Dobje
SI,Dobrna,도브르나
SI,Oplotnica,오플로트니차
SI,Podvelka,포드벨카
SI,Ribnica na Pohorju,Ribnica na Pohorju
SI,Lovrenc na Pohorju,Lovrenc na Pohorju
SI,Selnica ob Dravi,Selnica ob Dravi
SI,Občina Hoče-Slivnica,Občina Hoče-Slivnica
SI,Občina Miklavž na Dravskem Polju,Občina Miklavž na Dravskem Polju
SI,Hajdina,하이디나
SI,Občina Žetale,Občina Žetale
SI,Podlehnik,Podlehnik
SI,Markovci,Markovci
SI,Destrnik,데스트르니크
SI,Občina Trnovska vas,Občina Trnovska vas
SI,Občina Sveti Andraž v Slovenskih Goricah,Občina Sveti Andraž v Slovenskih Goricah
SI,Cerkvenjak,Cerkvenjak
SI,Benedikt,Benedikt
SI,Sveta Ana,‎스베타아나
SI,Občina Križevci,Občina Križevci
SI,Občina Veržej,Občina Veržej
SI,Velika Polana,Velika Polana
SI,Lendava,렌다바
SI,Dobrovnik,Dobrovnik
SI,Občina Tišina,Občina Tišina
SI,Cankova,Cankova
SI,Grad,그라드
SI,Hodos,Hodos
SI,Občina Razkrižje,Občina Razkrižje
SI,Občina Šmartno pri Litiji,Občina Šmartno pri Litiji
SI,Občina Šalovci,Občina Šalovci
SI,Dravograd,Dravograd
SI,Občina Domžale,Občina Domžale
SI,Občina Črnomelj,치르노멜 지방 자치제
SI,Celje,Celje
SI,Hrpelje-Kozina,Hrpelje-Kozina
SI,Občina Divača,Občina Divača
SI,Pivka,피우카
SI,Občina Loška Dolina,로슈카돌리나
SI,Občina Loški Potok,Občina Loški Potok
SI,Osilnica,Osilnica
SI,Občina Velike Lašče,Občina Velike Lašče
SI,Občina Škofljica,Občina Škofljica
SI,Ig,이그
SI,Brezovica,Brezovica
SI,Borovnica,Borovnica
SI,Vipava,Vipava
SI,Komen,Komen
SI,Miren-Kostanjevica,Miren-Kostanjevica
SI,Brda,Brda
SI,Občina Kanal ob Soči,Občina Kanal ob Soči
SI,Občina Žiri,Občina Žiri
SI,Cerkno,체르크노
SI,Občina Železniki,젤레즈니키
SI,Gorenja Vas-Poljane,고레냐바스폴랴네
SI,Dobrova-Polhov Gradec,Dobrova-Polhov Gradec
SI,Občina Kobarid,코바리드 지방 자치제
SI,Občina Bovec,Občina Bovec
SI,Bohinj,보힌
SI,Občina Bled,Občina Bled
SI,Naklo,Naklo
SI,Kranjska Gora,Kranjska Gora
SI,Preddvor,Preddvor
SI,Cerklje na Gorenjskem,체르클레나고렌스켐
SI,Občina Šenčur,Občina Šenčur
SI,Vodice,Vodice
SI,Medvode,Medvode
SI,Občina Mengeš,Občina Mengeš
SI,Dol pri Ljubljani,돌프리류블랴니
SI,Občina Moravče,Občina Moravče
SI,Gornji Grad,Gornji Grad
SI,Občina Luče,Občina Luče
SI,Občina Ravne na Koroškem,Občina Ravne na Koroškem
SI,Občina Mežica,Občina Mežica
SI,Muta,Muta
SI,Vuzenica,Vuzenica
SI,Občina Črna na Koroškem,치르나나코로슈켐
SI,Ljubno,Ljubno
SI,Občina Šoštanj,Občina Šoštanj
SI,Občina Šmartno ob Paki,Občina Šmartno ob Paki
SI,Lukovica,루코비차
SI,Občina Radeče,Občina Radeče
SI,Občina Ivančna Gorica,Občina Ivančna Gorica
SI,Dobrepolje,Dobrepolje
SI,Občina Semič,Občina Semič
SI,Občina Šentjernej,Občina Šentjernej
SI,Občina Škocjan,Občina Škocjan
SI,Občina Štore,Občina Štore
SI,Vojnik,Vojnik
SI,Vitanje,Vitanje
SI,Občina Zreče,즈레체
SI,Mislinja,Mislinja
SI,Občina Ruše,루셰 지방 자치제
SI,Kungota,Kungota
SI,Občina Šentilj,Občina Šentilj
SI,Pesnica,페스니차
SI,Duplek,Duplek
SI,Občina Rače-Fram,Občina Rače-Fram
SI,Občina Starše,Občina Starše
SI,Občina Kidričevo,Občina Kidričevo
SI,Občina Majšperk,Občina Majšperk
SI,Videm,Videm
SI,Občina Rogaška Slatina,Občina Rogaška Slatina
SI,Rogatec,Rogatec
SI,Občina Podčetrtek,Občina Podčetrtek
SI,Kozje,Kozje
SI,Občina Gorišnica,Občina Gorišnica
SI,Občina Zavrč,Občina Zavrč
SI,Dornava,도르나바
SI,Občina Juršinci,Občina Juršinci
SI,Občina Sveti Jurij ob Ščavnici,Občina Sveti Jurij ob Ščavnici
SI,Radenci,Radenci
SI,Puconci,Puconci
SI,Občina Rogašovci,Občina Rogašovci
SI,Kuzma,Kuzma
SI,Gornji Petrovci,Gornji Petrovci
SI,Moravske Toplice,모라브스케 토플리체 지방 자치제
SI,Kobilje,Kobilje
SI,Beltinci,Beltinci
SI,Občina Turnišče,Občina Turnišče
SI,Odranci,Odranci
SI,Občina Črenšovci,Občina Črenšovci
SI,Nazarje,Nazarje
SI,Mestna Občina Ljubljana,Mestna Občina Ljubljana
SI,Metlika,Metlika
SI,Maribor,마리보르 도시 지방 자치제
SI,Logatec,로가테츠
SI,Ljutomer,류토메르
SI,Litija,Litija
SI,Lenart,Lenart
SI,Občina Laško,라슈코
SI,Krško,Krško
SI,Koper,코페르
SI,Občina Kočevje,Občina Kočevje
SI,Kamnik,Kamnik
SI,Jesenice,Jesenice
SI,Izola,이졸라
SI,Ilirska Bistrica,일리르스카비스트리차
SI,Idrija,이드리야
SI,Hrastnik,흐라스트니크 지방 자치제
SI,Grosuplje,Grosuplje
SI,Gornja Radgona,Gornja Radgona
SI,Občina Brežice,Občina Brežice
SI,Občina Ajdovščina,아이도우슈치나
SI,Občina Žalec,Občina Žalec
SI,Zagorje ob Savi,Zagorje ob Savi
SI,Vrhnika,Vrhnika
SI,Občina Tržič,Občina Tržič
SI,Trebnje,트레브네 지방 자치제
SI,Trbovlje,Trbovlje
SI,Občina Tolmin,Občina Tolmin
SI,Velenje,Velenje
SI,Postojna,포스토이나
SI,Piran,Piran
SI,Občina Ormož,Občina Ormož
SI,Mestna Občina Novo mesto,Mestna Občina Novo mesto
SI,Nova Gorica,Nova Gorica
SI,Murska Sobota,Murska Sobota
SI,Mozirje,Mozirje
SI,Občina Šmarje pri Jelšah,Občina Šmarje pri Jelšah
SI,Slovenske Konjice,슬로벤스케코니체
SI,Slovenska Bistrica,슬로벤스카비스트리차
SI,Slovenj Gradec,Slovenj Gradec
SI,Občina Škofja Loka,슈코퍄로카 지방 자치제
SI,Občina Sežana,Občina Sežana
SI,Sevnica,세브니차 지방 자치제
SI,Občina Šentjur,센튜르 지방 자치제
SI,Ribnica,Ribnica
SI,Radovljica,라도울리차
SI,Radlje ob Dravi,Radlje ob Dravi
SI,Ptuj,프투이
SI,Občina Apače,Občina Apače
SI,Cirkulane,Cirkulane
SI,Kostanjevica na Krki,Kostanjevica na Krki
SI,Log-Dragomer,Log-Dragomer
SI,Makole,Makole
SI,Mokronog-Trebelno,모크로노그트레벨노
SI,Občina Poljčane,Občina Poljčane
SI,Občina Rečica ob Savinji,Občina Rečica ob Savinji
SI,Občina Renče-Vogrsko,Občina Renče-Vogrsko
SI,Občina Središče ob Dravi,Občina Središče ob Dravi
SI,Občina Straža,Občina Straža
SI,Sveta Trojica v Slovenskih Goricah,Sveta Trojica v Slovenskih Goricah
SI,Občina Sveti Tomaž,Občina Sveti Tomaž
SI,Občina Šentrupert,Občina Šentrupert
SI,Občina Šmarješke Toplice,Občina Šmarješke Toplice
SI,Sveti Jurij v Slovenskih Goricah,Sveti Jurij v Slovenskih Goricah
SI,Gorje,고레
SI,Ankaran,Ankaran
SI,Mirna,Mirna
SI,Cerknica,Cerknica
SI,Kranj,Kranj
SY,Homs Governorate,홈스주
SY,Deir ez-Zor Governorate,데이르에조르주
SY,Al-Hasakah Governorate,하사카주
SY,Damascus Governorate,다마스쿠스주
SY,Idlib Governorate,이들리브주
SY,Hama Governorate,하마주
SY,Aleppo Governorate,알레포주
SY,Tartus Governorate,타르투스주
SY,Damascus Countryside,리프디마슈크주
SY,Daraa Governorate,다라주
SY,As-Suwayda Governorate,수와이다주
SY,Ar-Raqqah Governorate,Ar-Raqqah Governorate
SY,Latakia Governorate,라타키아주
SY,Quneitra Governorate,쿠네이트라주
SL,Northern Province,북부주
SL,Eastern Province,동부주
SL,Western Area,서부구
SL,Southern Province,남부주
SL,North West Province,North West Province
AE,Abu Dhabi,아부다비의 토후국
AE,Imārat Umm al Qaywayn,Imārat Umm al Qaywayn
AE,Imārat Ra’s al Khaymah,Imārat Ra’s al Khaymah
AE,Dubai,Dubai
AE,Ash Shāriqah,Ash Shāriqah
AE,Imārat al Fujayrah,Imārat al Fujayrah
AE,Imārat ‘Ajmān,Imārat ‘Ajmān
AM,Ararat,아라라트주
AM,Syunik,슈니크주
AM,Vayots Dzor,Vayots Dzor
AM,Aragatsotn,아라가초튼주
AM,Armavir,아르마비르주
AM,Gegharkunik,게가르쿠니크주
AM,Kotayk,코타이크주
AM,Lori,Lori
AM,Shirak,시라크주
AM,Tavush,타부시주
AM,Yerevan,예레반
AR,Formosa Province,포르모사주
AR,Buenos Aires,부에노스아이레스주
AR,La Rioja Province,라리오하주
AR,La Pampa Province,라팜파주
AR,Santa Fe Province,산타페주
AR,Santa Cruz Province,산타크루스주
AR,San Juan Province,산후안주
AR,Salta Province,살타주
AR,Río Negro Province,리오네그로주
AR,Córdoba Province,코르도바주
AR,Chubut Province,추부트주
AR,Chaco Province,차코주
AR,Neuquén Province,네우켄주
AR,Mendoza Province,멘도사주
AR,Catamarca Province,카타마르카주
AR,Santiago del Estero Province,산티아고델에스테로주
AR,Misiones Province,미시오네스주
AR,Entre Ríos Province,엔트레리오스주
AR,Corrientes Province,코리엔테스주
AR,San Luis Province,산루이스주
AR,Jujuy Province,후후이주
AR,Tierra del Fuego Province,티에라델푸에고주
AR,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires
AR,Tucumán Province,투쿠만주
IS,Vesturland,Vesturland
IS,Vestfirðir,베스트피르디르
IS,Norðurland Vestra,Norðurland Vestra
IS,Norðurland Eystra,Norðurland Eystra
IS,Austurland,Austurland
IS,Suðurland,Suðurland
IS,Höfuðborgarsvæði,회뷔드보르가르스바이디
IS,Suðurnes,Suðurnes
HT,Département de l'Ouest,서부주
HT,Nord-Ouest,북서부주
HT,Département du Nord-Est,북동부주
HT,Nord,북부주
HT,Grand'Anse,그랑당스주
HT,Centre,중앙주
HT,Département de l'Artibonite,아르티보니트주
HT,Sud-Est,남동부주
HT,Sud,남부주
HT,Département de Nippes,니프주
UM,Navassa Island,나바사 섬
IE,Connacht,Connacht
IE,Leinster,렌스터
IE,Ulster,얼스터
IE,Munster,먼스터
AZ,Shusha,Shusha
AZ,Khojavend District,호자벤트구
AZ,Saatly Rayon,Saatly Rayon
AZ,Masally District,마살르구
AZ,Fizuli Rayon,퓌줄리구
AZ,Jabrayil District,제브라이을구
AZ,Jalilabad,젤릴라바트구
AZ,Astara District,아스타라구
AZ,Ganja City,Ganja City
AZ,Mingacevir City,Mingacevir City
AZ,Gobustan Rayon,Gobustan Rayon
AZ,Yevlakh City,Yevlakh City
AZ,Aghsu Rayon,아흐수구
AZ,Tovuz Rayon,토부스구
AZ,Kurdamir Rayon,퀴르데미르구
AZ,Qabala Rayon,게벨레구
AZ,Qusar Rayon,구사르구
AZ,Goranboy Rayon,고란보이구
AZ,Ismayilli Rayon,이스마이을르구
AZ,Shabran Rayon,샤브란구
AZ,Balakan Rayon,발라켄구
AZ,Barda Rayon,베르데 구
AZ,Baku City,Baku City
AZ,Shirvan,Shirvan
AZ,Lankaran Sahari,Lankaran Sahari
AZ,Tartar Rayon,테르테르구
AZ,Xankandi Sahari,Xankandi Sahari
AZ,Beylagan Rayon,Beylagan Rayon
AZ,Zangilan Rayon,젠길란구
AZ,Yardymli Rayon,야르듬르구
AZ,Şuşa Rayonu,Şuşa Rayonu
AZ,Salyan Rayon,살리안구
AZ,Sabirabad Rayon,사비라바트구
AZ,Bilasuvar Rayon,빌레수바르구
AZ,Neftchala Rayon,Neftchala Rayon
AZ,Nakhchivan Autonomous Republic,나히체반
AZ,Lerik Rayon,레리크구
AZ,Lankaran Rayon,Lankaran Rayon
AZ,Laçın Rayonu,Laçın Rayonu
AZ,Qubadli Rayon,Qubadli Rayon
AZ,Imishli Rayon,Imishli Rayon
AZ,Xocalı Rayonu,Xocalı Rayonu
AZ,Aghstafa Rayon,Aghstafa Rayon
AZ,Naftalan City,Naftalan City
AZ,Samukh Rayon,Samukh Rayon
AZ,Shaki city,Shaki city
AZ,Siazan Rayon,Siazan Rayon
AZ,Sumqayit City,Sumqayit City
AZ,Khizi Rayon,Khizi Rayon
AZ,Hajigabul Rayon,Hajigabul Rayon
AZ,Aghjabadi Rayon,Aghjabadi Rayon
AZ,Aghdam Rayon,Aghdam Rayon
AZ,Zardab Rayon,Zardab Rayon
AZ,Zaqatala Rayon,자가탈라구
AZ,Yevlakh Rayon,Yevlakh Rayon
AZ,Gadabay Rayon,게데베이구
AZ,Absheron Rayon,Absheron Rayon
AZ,Aghdash Rayon,Aghdash Rayon
